"codi_carrer";"des_sigla";"nom_carrer";"nom_complert";"nom_barri";"codi_postal";"nroi";"nrof";"nom_llistat"
"486";"PLAÇA";"CAN GORGS, DE";"PLAÇA DE CAN GORGS";"ÈGARA";"08226";"10";"10";"CANGORGS"
"5923";"DISSEMINAT";"CAN GUITARD DE LA MUNTANYA";"DISSEMINAT CAN GUITARD DE LA MUNTANYA";"DISSEMINATS - D5";"08225";"1";"1";"CANGUITARDDELAMUNTANYA"
"477";"DISSEMINAT";"CAN GUITARD DE LA RIERA";"DISSEMINAT CAN GUITARD DE LA RIERA";"DISSEMINATS - D3.2";"08228";"1";"33";"CANGUITARDDELARIERA"
"477";"DISSEMINAT";"CAN GUITARD DE LA RIERA";"DISSEMINAT CAN GUITARD DE LA RIERA";"DISSEMINATS - D3.2";"08228";"2";"32";"CANGUITARDDELARIERA"
"500";"CARRER";"CANIGÓ, DEL";"CARRER DEL CANIGÓ";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"2";"68";"CANIGO"
"500";"CARRER";"CANIGÓ, DEL";"CARRER DEL CANIGÓ";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"49";"67";"CANIGO"
"5548";"PLAÇA";"CANJÁYAR, DE";"PLAÇA DE CANJÁYAR";"POBLE NOU - ZONA ESPORTIVA";"08225";"1";"1";"CANJAYAR"
"5008";"AVINGUDA";"CAN JOFRESA, DE";"AVINGUDA DE CAN JOFRESA";"CAN JOFRESA";"08223";"2";"92";"CANJOFRESA"
"5008";"AVINGUDA";"CAN JOFRESA, DE";"AVINGUDA DE CAN JOFRESA";"P.I. SANTA MARGARIDA";"08223";"1";"91";"CANJOFRESA"
"5888";"PARC";"CAN JOFRESA, DE";"PARC DE CAN JOFRESA";"CAN JOFRESA";"08223";"1";"1";"CANJOFRESA"
"5640";"CARRER";"CAN MAS, DE";"CARRER DE CAN MAS";"LES MARTINES";"08224";"9";"29";"CANMAS"
"5640";"CARRER";"CAN MAS, DE";"CARRER DE CAN MAS";"LES MARTINES";"08224";"16";"48";"CANMAS"
"4063";"DISSEMINAT";"CAN MISSERT, DE";"DISSEMINAT DE CAN MISSERT";"DISSEMINATS - D4";"08224";"1";"3";"CANMISSERT"
"4063";"DISSEMINAT";"CAN MISSERT, DE";"DISSEMINAT DE CAN MISSERT";"DISSEMINATS - D4";"08224";"2";"2";"CANMISSERT"
"4086";"MASÍA";"CAN MONTLLOR";"MASÍA CAN MONTLLOR";"DISSEMINATS - D6";"08227";"1";"1";"CANMONTLLOR"
"4086";"MASÍA";"CAN MONTLLOR";"MASÍA CAN MONTLLOR";"DISSEMINATS - D6";"08227";"2";"2";"CANMONTLLOR"
"5675";"PLAÇA";"CAN MONTLLOR, DE";"PLAÇA DE CAN MONTLLOR";"DISSEMINATS - D6";"08227";"1";"1";"CANMONTLLOR"
"505";"CARRER";"CANONGE RODÓ, DEL";"CARRER DEL CANONGE RODÓ";"CENTRE";"08221";"1";"73";"CANONGERODO"
"505";"CARRER";"CANONGE RODÓ, DEL";"CARRER DEL CANONGE RODÓ";"CENTRE";"08221";"2";"72";"CANONGERODO"
"5504";"PLAÇA";"CAN PALET, DE";"PLAÇA DE CAN PALET";"CAN PALET";"08223";"1";"1";"CANPALET"
"4050";"MASÍA";"CAN PARELLADA";"MASÍA CAN PARELLADA";"P.I. CAN PARELLADA";"08228";"1";"1";"CANPARELLADA"
"498";"CAMÍ";"CAN PEPET, DE";"CAMÍ DE CAN PEPET";"CAN GONTERES";"08225";"1";"31";"CANPEPET"
"498";"CAMÍ";"CAN PEPET, DE";"CAMÍ DE CAN PEPET";"CAN GONTERES";"08225";"2";"32";"CANPEPET"
"5722";"DISSEMINAT";"CAN PEPITO";"DISSEMINAT CAN PEPITO";"DISSEMINATS - D5";"08225";"20";"50";"CANPEPITO"
"496";"CAMÍ";"CAN PETIT, DE";"CAMÍ DE CAN PETIT";"SANT PERE NORD";"08226";"2";"4";"CANPETIT"
"5560";"DISSEMINAT";"CAN PETIT";"DISSEMINAT CAN PETIT";"DISSEMINATS - D6";"08227";"1";"1";"CANPETIT"
"5858";"PONT";"CAN PETIT, DE";"PONT DE CAN PETIT";"DISSEMINATS - D5";"08226";"1";"1";"CANPETIT"
"4093";"URBANITZACIÓ";"CAN POAL";"URBANITZACIÓ CAN POAL";"DISSEMINATS - D4";"08224";"1";"3";"CANPOAL"
"4093";"URBANITZACIÓ";"CAN POAL";"URBANITZACIÓ CAN POAL";"DISSEMINATS - D4";"08224";"2";"4";"CANPOAL"
"511";"PLAÇA";"CAN ROCA, DE";"PLAÇA DE CAN ROCA";"POBLE NOU - ZONA ESPORTIVA";"08225";"1";"17";"CANROCA"
"511";"PLAÇA";"CAN ROCA, DE";"PLAÇA DE CAN ROCA";"POBLE NOU - ZONA ESPORTIVA";"08225";"4";"20";"CANROCA"
"5759";"DISSEMINAT";"CAN SABATER DEL TORRENT";"DISSEMINAT CAN SABATER DEL TORRENT";"DISSEMINATS - D7";"08228";"1";"5";"CANSABATERDELTORRENT"
"5759";"DISSEMINAT";"CAN SABATER DEL TORRENT";"DISSEMINAT CAN SABATER DEL TORRENT";"DISSEMINATS - D7";"08228";"2";"4";"CANSABATERDELTORRENT"
"4090";"DISSEMINAT";"CAN SALES";"DISSEMINAT CAN SALES";"DISSEMINATS - D6";"08227";"1";"9";"CANSALES"
"4090";"DISSEMINAT";"CAN SALES";"DISSEMINAT CAN SALES";"DISSEMINATS - D6";"08227";"2";"8";"CANSALES"
"5651";"CARRER";"CAN SANTFELIU, DE";"CARRER DE CAN SANTFELIU";"LES MARTINES";"08224";"1";"75";"CANSANTFELIU"
"5651";"CARRER";"CAN SANTFELIU, DE";"CARRER DE CAN SANTFELIU";"LES MARTINES";"08224";"4";"74";"CANSANTFELIU"
"478";"MASÍA";"CAN SUAS";"MASÍA CAN SUAS";"DISSEMINATS - D3.1";"08227";"1";"1";"CANSUAS"
"478";"MASÍA";"CAN SUAS";"MASÍA CAN SUAS";"DISSEMINATS - D3.1";"08227";"2";"2";"CANSUAS"
"5581";"CARRER";"CANTÀBRIA, DE";"CARRER DE CANTÀBRIA";"SECTOR MONTSERRAT";"08227";"1";"1";"CANTABRIA"
"5853";"PONT";"CANTÀBRIA, DE";"PONT DE CANTÀBRIA";"SECTOR MONTSERRAT";"08227";"1";"1";"CANTABRIA"
"3646";"MASÍA";"CAN TORRELLA, DE";"MASÍA DE CAN TORRELLA";"DISSEMINATS - D3.1";"08227";"1";"1";"CANTORRELLA"
"3646";"MASÍA";"CAN TORRELLA, DE";"MASÍA DE CAN TORRELLA";"DISSEMINATS - D3.1";"08227";"2";"2";"CANTORRELLA"
"5834";"CARRER";"CAN TORRELLA DEL MAS, DE";"CARRER DE CAN TORRELLA DEL MAS";"DISSEMINATS - D3.1";"08227";"32";"112";"CANTORRELLADELMAS"
"5834";"CARRER";"CAN TORRELLA DEL MAS, DE";"CARRER DE CAN TORRELLA DEL MAS";"DISSEMINATS - D3.1";"08227";"33";"33";"CANTORRELLADELMAS"
"5009";"PLAÇA";"CAN TUSELL, DE";"PLAÇA DE CAN TUSELL";"CAN TUSELL";"08226";"1";"1";"CANTUSELL"
"807";"CARRER";"CAN VILETA, DE";"CARRER DE CAN VILETA";"SANT PERE";"08226";"7";"9";"CANVILETA"
"5643";"CARRER";"CARBONELLES, DE LES";"CARRER DE LES CARBONELLES";"LES MARTINES";"08224";"3";"29";"CARBONELLES"
"5643";"CARRER";"CARBONELLES, DE LES";"CARRER DE LES CARBONELLES";"LES MARTINES";"08224";"6";"30";"CARBONELLES"
"540";"CARRER";"CARDAIRE, DEL";"CARRER DEL CARDAIRE";"CENTRE";"08221";"1";"31";"CARDAIRE"
"540";"CARRER";"CARDAIRE, DEL";"CARRER DEL CARDAIRE";"CENTRE";"08221";"2";"46";"CARDAIRE"
"545";"CARRER";"CARDEDEU, DE";"CARRER DE CARDEDEU";"CAN ROCA";"08225";"1";"31";"CARDEDEU"
"545";"CARRER";"CARDEDEU, DE";"CARRER DE CARDEDEU";"CAN ROCA";"08225";"2";"4";"CARDEDEU"
"550";"CARRER";"CARDENAL CISNEROS, DEL";"CARRER DEL CARDENAL CISNEROS";"CAN BOADA CASC ANTIC";"08225";"1";"41";"CARDENALCISNEROS"
"550";"CARRER";"CARDENAL CISNEROS, DEL";"CARRER DEL CARDENAL CISNEROS";"CAN BOADA CASC ANTIC";"08225";"2";"26";"CARDENALCISNEROS"
"555";"CARRER";"CARDENER, DEL";"CARRER DEL CARDENER";"P.I. SANTA EULÀLIA";"08223";"1";"7";"CARDENER"
"555";"CARRER";"CARDENER, DEL";"CARRER DEL CARDENER";"P.I. SANTA EULÀLIA";"08223";"2";"8";"CARDENER"
"5639";"CARRER";"CARENA DEL MAS BELLVER, DE LA";"CARRER DE LA CARENA DEL MAS BELLVER";"DISSEMINATS - D3.2";"08228";"148";"148";"CARENADELMASBELLVER"
"5639";"CARRER";"CARENA DEL MAS BELLVER, DE LA";"CARRER DE LA CARENA DEL MAS BELLVER";"LES MARTINES";"08224";"2";"138";"CARENADELMASBELLVER"
"5639";"CARRER";"CARENA DEL MAS BELLVER, DE LA";"CARRER DE LA CARENA DEL MAS BELLVER";"LES MARTINES";"08224";"3";"133";"CARENADELMASBELLVER"
"5842";"JARDINS";"CARLOS ARMIÑO, DE";"JARDINS DE CARLOS ARMIÑO";"DISSEMINATS - D5";"08225";"1";"1";"CARLOSARMINZZO"
"5842";"JARDINS";"CARLOS ARMIÑO, DE";"JARDINS DE CARLOS ARMIÑO";"DISSEMINATS - D5";"08225";"2";"2";"CARLOSARMINZZO"
"551";"CARRER";"CARRASCO I FORMIGUERA, DE";"CARRER DE CARRASCO I FORMIGUERA";"ROC BLANC";"08224";"1";"69";"CARRASCOIFORMIGUERA"
"551";"CARRER";"CARRASCO I FORMIGUERA, DE";"CARRER DE CARRASCO I FORMIGUERA";"ROC BLANC";"08224";"10";"20";"CARRASCOIFORMIGUERA"
"5698";"PONT";"CARRETERA DE MATADEPERA, DE LA";"PONT DE LA CARRETERA DE MATADEPERA";"DISSEMINATS - D6";"08227";"1";"1";"CARRETERADEMATADEPERA"
"5695";"PONT";"CARRETERA DE RELLINARS, DE LA";"PONT DE LA CARRETERA DE RELLINARS";"POBLE NOU - ZONA ESPORTIVA";"08225";"1";"1";"CARRETERADERELLINARS"
"5861";"PONT";"CARRETERA DE RUBÍ, DE LA";"PONT DE LA CARRETERA DE RUBÍ";"LES FONTS";"08228";"1";"1";"CARRETERADERUBI"
"5696";"PONT";"CARRETERA D'OLESA, DE LA";"PONT DE LA CARRETERA D'OLESA";"ROC BLANC";"08224";"1";"1";"CARRETERADOLESA"
"5919";"CAMÍ";"CTRA RELLINARS A CAN GONTERES";"CAMÍ CTRA RELLINARS A CAN GONTERES";"DISSEMINATS - D5";"08225";"16";"16";"CARRETERARELLINARSACANGONTERES"
"570";"CARRER";"CARTAGENA, DE";"CARRER DE CARTAGENA";"TORRE-SANA";"08227";"1";"11";"CARTAGENA"
"570";"CARRER";"CARTAGENA, DE";"CARRER DE CARTAGENA";"TORRE-SANA";"08227";"2";"22";"CARTAGENA"
"565";"CARRER";"CARTOIXA DE VALLPARADÍS, DE LA";"CARRER DE LA CARTOIXA DE VALLPARADÍS";"VALLPARADÍS";"08222";"1";"21";"CARTOIXADEVALLPARADIS"
"565";"CARRER";"CARTOIXA DE VALLPARADÍS, DE LA";"CARRER DE LA CARTOIXA DE VALLPARADÍS";"VALLPARADÍS";"08222";"2";"18";"CARTOIXADEVALLPARADIS"
"5561";"CAMÍ";"CASA DE LA PINEDA, DE LA";"CAMÍ DE LA CASA DE LA PINEDA";"DISSEMINATS - D5";"08225";"29";"29";"CASADELAPINEDA"
"5561";"CAMÍ";"CASA DE LA PINEDA, DE LA";"CAMÍ DE LA CASA DE LA PINEDA";"ELS CAUS - ELS PINETONS";"08225";"28";"60";"CASADELAPINEDA"
"5561";"CAMÍ";"CASA DE LA PINEDA, DE LA";"CAMÍ DE LA CASA DE LA PINEDA";"ELS CAUS - ELS PINETONS";"08225";"31";"65";"CASADELAPINEDA"
"5757";"DISSEMINAT";"CASETA DE LA PINEDA, LA";"DISSEMINAT LA CASETA DE LA PINEDA";"DISSEMINATS - D5";"08225";"1";"1";"CASETADELAPINEDALA"
"5559";"DISSEMINAT";"CASETES DE L'ESTACIÓ";"DISSEMINAT CASETES DE L'ESTACIÓ";"DISSEMINATS - D6";"08227";"1";"11";"CASETESDELESTACIO"
"5559";"DISSEMINAT";"CASETES DE L'ESTACIÓ";"DISSEMINAT CASETES DE L'ESTACIÓ";"DISSEMINATS - D6";"08227";"2";"12";"CASETESDELESTACIO"
"575";"CARRER";"CASP, DE";"CARRER DE CASP";"TORRENT D'EN PERE PARRES";"08225";"1";"23";"CASP"
"575";"CARRER";"CASP, DE";"CARRER DE CASP";"TORRENT D'EN PERE PARRES";"08225";"8";"30";"CASP"
"605";"CARRER";"CASTELL, DEL";"CARRER DEL CASTELL";"CENTRE";"08221";"2";"2";"CASTELL"
"605";"CARRER";"CASTELL, DEL";"CARRER DEL CASTELL";"CENTRE";"08221";"9";"31";"CASTELL"
"580";"CARRETERA";"CASTELLAR, DE";"CARRETERA DE CASTELLAR";"DISSEMINATS - D6";"08227";"551";"563";"CASTELLAR"
"580";"CARRETERA";"CASTELLAR, DE";"CARRETERA DE CASTELLAR";"DISSEMINATS - D6";"08227";"564";"640";"CASTELLAR"
"580";"CARRETERA";"CASTELLAR, DE";"CARRETERA DE CASTELLAR";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"396";"500";"CASTELLAR"
"580";"CARRETERA";"CASTELLAR, DE";"CARRETERA DE CASTELLAR";"P.I. CAN PETIT";"08227";"515";"541";"CASTELLAR"
"580";"CARRETERA";"CASTELLAR, DE";"CARRETERA DE CASTELLAR";"P.I. CAN PETIT";"08227";"518";"550";"CASTELLAR"
"580";"CARRETERA";"CASTELLAR, DE";"CARRETERA DE CASTELLAR";"PL. CATALUNYA - ESC. INDUSTRIAL";"08222";"2";"132";"CASTELLAR"
"580";"CARRETERA";"CASTELLAR, DE";"CARRETERA DE CASTELLAR";"SANT LLORENÇ";"08227";"411";"411";"CASTELLAR"
"580";"CARRETERA";"CASTELLAR, DE";"CARRETERA DE CASTELLAR";"VALLPARADÍS";"08222";"1";"143";"CASTELLAR"
"580";"CARRETERA";"CASTELLAR, DE";"CARRETERA DE CASTELLAR";"ÈGARA";"08226";"198";"380";"CASTELLAR"
"580";"CARRETERA";"CASTELLAR, DE";"CARRETERA DE CASTELLAR";"ÈGARA";"08226";"225";"391";"CASTELLAR"
"586";"CARRER";"CASTELLASSA, DE LA";"CARRER DE LA CASTELLASSA";"P.I. CAN PETIT";"08227";"10";"60";"CASTELLASSA"
"586";"CARRER";"CASTELLASSA, DE LA";"CARRER DE LA CASTELLASSA";"SANT LLORENÇ";"08227";"7";"61";"CASTELLASSA"
"586";"CARRER";"CASTELLASSA, DE LA";"CARRER DE LA CASTELLASSA";"SANT LLORENÇ";"08227";"8";"38";"CASTELLASSA"
"590";"CARRER";"CASTELLBISBAL, DE";"CARRER DE CASTELLBISBAL";"CA N'AURELL";"08224";"1";"19";"CASTELLBISBAL"
"590";"CARRER";"CASTELLBISBAL, DE";"CARRER DE CASTELLBISBAL";"CA N'AURELL";"08224";"2";"14";"CASTELLBISBAL"
"595";"CARRER";"CASTELLCIR, DE";"CARRER DE CASTELLCIR";"CAN ROCA";"08225";"1";"1";"CASTELLCIR"
"5959";"PASSATGE";"CASTELLÓ, DE";"PASSATGE DE CASTELLÓ";"TORRE-SANA";"08227";"1";"1";"CASTELLO"
"576";"CARRER";"CASTELLSAPERA, DEL";"CARRER DEL CASTELLSAPERA";"SANT LLORENÇ";"08227";"5";"85";"CASTELLSAPERA"
"576";"CARRER";"CASTELLSAPERA, DEL";"CARRER DEL CASTELLSAPERA";"SANT LLORENÇ";"08227";"80";"84";"CASTELLSAPERA"
"610";"CARRER";"CASTELLTERÇOL, DE";"CARRER DE CASTELLTERÇOL";"CAN ROCA";"08225";"3";"5";"CASTELLTERCZZOL"
"610";"CARRER";"CASTELLTERÇOL, DE";"CARRER DE CASTELLTERÇOL";"CAN ROCA";"08225";"10";"18";"CASTELLTERCZZOL"
"5672";"CARRER";"CASTRO DEL RÍO, DE";"CARRER DE CASTRO DEL RÍO";"POBLE NOU - ZONA ESPORTIVA";"08225";"2";"4";"CASTRODELRIO"
"5672";"CARRER";"CASTRO DEL RÍO, DE";"CARRER DE CASTRO DEL RÍO";"POBLE NOU - ZONA ESPORTIVA";"08225";"3";"21";"CASTRODELRIO"
"5540";"PARC";"CATALANS, DELS";"PARC DELS CATALANS";"CENTRE";"08221";"1";"1";"CATALANS"
"620";"CARRER";"CATALUNYA, DE";"CARRER DE CATALUNYA";"SANT PERE";"08225";"1";"127";"CATALUNYA"
"620";"CARRER";"CATALUNYA, DE";"CARRER DE CATALUNYA";"SANT PERE";"08225";"2";"134";"CATALUNYA"
"619";"PLAÇA";"CATALUNYA, DE";"PLAÇA DE CATALUNYA";"PL. CATALUNYA - ESC. INDUSTRIAL";"08222";"1";"1";"CATALUNYA"
"5596";"CARRER";"CATERINA ALBERT, DE";"CARRER DE CATERINA ALBERT";"LES FONTS";"08228";"1";"51";"CATERINAALBERT"
"5596";"CARRER";"CATERINA ALBERT, DE";"CARRER DE CATERINA ALBERT";"LES FONTS";"08228";"2";"38";"CATERINAALBERT"
"3695";"CARRER";"CATORZE D'ABRIL, DEL";"CARRER DEL CATORZE D'ABRIL";"CA N'AURELL";"08224";"1";"41";"CATORZEDABRIL"
"3695";"CARRER";"CATORZE D'ABRIL, DEL";"CARRER DEL CATORZE D'ABRIL";"CA N'AURELL";"08224";"2";"42";"CATORZEDABRIL"
"5563";"PLAÇA";"CAUS, DELS";"PLAÇA DELS CAUS";"DISSEMINATS";"08225";"1";"1";"CAUS"
"5563";"PLAÇA";"CAUS, DELS";"PLAÇA DELS CAUS";"DISSEMINATS - D5";"08225";"3";"3";"CAUS"
"621";"CARRER";"CAVALL BERNAT, DEL";"CARRER DEL CAVALL BERNAT";"SANT LLORENÇ";"08227";"12";"46";"CAVALLBERNAT"
"621";"CARRER";"CAVALL BERNAT, DEL";"CARRER DEL CAVALL BERNAT";"SANT LLORENÇ";"08227";"25";"45";"CAVALLBERNAT"
"5782";"PLAÇA";"CELLER, DEL";"PLAÇA DEL CELLER";"CEMENTIRI VELL";"08222";"1";"11";"CELLER"
"5782";"PLAÇA";"CELLER, DEL";"PLAÇA DEL CELLER";"CEMENTIRI VELL";"08222";"2";"10";"CELLER"
"4097";"URBANITZACIÓ";"CEMENTIRI";"URBANITZACIÓ CEMENTIRI";"CENTRE";"08221";"45";"45";"CEMENTIRI"
"4097";"URBANITZACIÓ";"CEMENTIRI";"URBANITZACIÓ CEMENTIRI";"CENTRE";"08221";"58";"60";"CEMENTIRI"
"625";"CARRER";"CEMENTIRI VELL, DEL";"CARRER DEL CEMENTIRI VELL";"CENTRE";"08221";"2";"66";"CEMENTIRIVELL"
"5693";"PONT";"CEMENTIRI VELL, DEL";"PONT DEL CEMENTIRI VELL";"CENTRE";"08221";"1";"1";"CEMENTIRIVELL"
"630";"PASSEIG";"CENTRAL DE LES FONTS";"PASSEIG CENTRAL DE LES FONTS";"LES FONTS";"08228";"8";"60";"CENTRALDELESFONTS"
"5574";"MERCAT";"CENTRAL DEL VALLÈS";"MERCAT CENTRAL DEL VALLÈS";"DISSEMINATS - D2";"08227";"2";"2";"CENTRALDELVALLES"
"626";"PLAÇA";"CENTRE, DEL";"PLAÇA DEL CENTRE";"LES FONTS";"08228";"1";"3";"CENTRE"
"5957";"PLACETA";"CENTRE MÈDIC, DEL";"PLACETA DEL CENTRE MÈDIC";"CENTRE";"08221";"1";"1";"CENTREMEDIC"
"5815";"CARRER";"CEPS, DELS";"CARRER DELS CEPS";"CAN BOADA DEL PI";"08225";"1";"7";"CEPS"
"635";"CARRER";"CERDANYA, DE LA";"CARRER DE LA CERDANYA";"P.I. PUIGBARRAL";"08226";"6";"26";"CERDANYA"
"635";"CARRER";"CERDANYA, DE LA";"CARRER DE LA CERDANYA";"P.I. PUIGBARRAL";"08226";"15";"31";"CERDANYA"
"645";"CARRER";"CERVANTES, DE";"CARRER DE CERVANTES";"CENTRE";"08221";"1";"201";"CERVANTES"
"645";"CARRER";"CERVANTES, DE";"CARRER DE CERVANTES";"CENTRE";"08221";"8";"152";"CERVANTES"
"650";"CARRER";"CERVERA, DE";"CARRER DE CERVERA";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"2";"130";"CERVERA"
"650";"CARRER";"CERVERA, DE";"CARRER DE CERVERA";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"3";"155";"CERVERA"
"5844";"JARDINS";"CÈSAR CABANES, DE";"JARDINS DE CÈSAR CABANES";"DISSEMINATS - D5";"08225";"1";"1";"CESARCABANES"
"5844";"JARDINS";"CÈSAR CABANES, DE";"JARDINS DE CÈSAR CABANES";"DISSEMINATS - D5";"08225";"2";"2";"CESARCABANES"
"835";"CARRER";"CHURRUCA, DE";"CARRER DE CHURRUCA";"POBLE NOU - ZONA ESPORTIVA";"08225";"1";"33";"CHURRUCA"
"835";"CARRER";"CHURRUCA, DE";"CARRER DE CHURRUCA";"POBLE NOU - ZONA ESPORTIVA";"08225";"6";"30";"CHURRUCA"
"665";"CARRER";"CID CAMPEADOR, DEL";"CARRER DEL CID CAMPEADOR";"POBLE NOU - ZONA ESPORTIVA";"08225";"1";"31";"CIDCAMPEADOR"
"665";"CARRER";"CID CAMPEADOR, DEL";"CARRER DEL CID CAMPEADOR";"POBLE NOU - ZONA ESPORTIVA";"08225";"2";"36";"CIDCAMPEADOR"
"5758";"CAMÍ";"CIM, DEL";"CAMÍ DEL CIM";"DISSEMINATS - D5";"08225";"1";"79";"CIM"
"5758";"CAMÍ";"CIM, DEL";"CAMÍ DEL CIM";"DISSEMINATS - D5";"08225";"6";"14";"CIM"
"671";"CARRER";"CINCA, DEL";"CARRER DEL CINCA";"P.I. SANTA MARGARIDA";"08223";"1";"45";"CINCA"
"671";"CARRER";"CINCA, DEL";"CARRER DEL CINCA";"P.I. SANTA MARGARIDA";"08223";"6";"44";"CINCA"
"5621";"PLAÇA";"CIPRIANO GARCÍA, DE";"PLAÇA DE CIPRIANO GARCÍA";"SANT PERE NORD";"08226";"1";"1";"CIPRIANOGARCIA"
"675";"CARRER";"CIRCUMVAL.LACIÓ, DE";"CARRER DE CIRCUMVAL.LACIÓ";"LES FONTS";"08228";"1";"15";"CIRCUMVALLACIO"
"675";"CARRER";"CIRCUMVAL.LACIÓ, DE";"CARRER DE CIRCUMVAL.LACIÓ";"LES FONTS";"08228";"2";"20";"CIRCUMVALLACIO"
"677";"PLAÇA";"CIRICI I PELLICER, DE";"PLAÇA DE CIRICI I PELLICER";"TORRENT D'EN PERE PARRES";"08225";"3";"5";"CIRICIIPELLICER"
"677";"PLAÇA";"CIRICI I PELLICER, DE";"PLAÇA DE CIRICI I PELLICER";"TORRENT D'EN PERE PARRES";"08225";"4";"4";"CIRICIIPELLICER"
"685";"CARRER";"CISTERNA, DE LA";"CARRER DE LA CISTERNA";"CENTRE";"08221";"1";"111";"CISTERNA"
"685";"CARRER";"CISTERNA, DE LA";"CARRER DE LA CISTERNA";"CENTRE";"08221";"2";"104";"CISTERNA"
"695";"CARRER";"CIUDAD REAL, DE";"CARRER DE CIUDAD REAL";"TORRE-SANA";"08227";"1";"63";"CIUDADREAL"
"695";"CARRER";"CIUDAD REAL, DE";"CARRER DE CIUDAD REAL";"TORRE-SANA";"08227";"10";"80";"CIUDADREAL"
"690";"CARRER";"CIUTADELLA, DE";"CARRER DE CIUTADELLA";"ÈGARA";"08226";"1";"59";"CIUTADELLA"
"690";"CARRER";"CIUTADELLA, DE";"CARRER DE CIUTADELLA";"ÈGARA";"08226";"6";"66";"CIUTADELLA"
"2525";"CARRER";"CIUTAT DE PÀMIERS, DE LA";"CARRER DE LA CIUTAT DE PÀMIERS";"ÈGARA";"08226";"1";"31";"CIUTATDEPAMIERS"
"2525";"CARRER";"CIUTAT DE PÀMIERS, DE LA";"CARRER DE LA CIUTAT DE PÀMIERS";"ÈGARA";"08226";"2";"32";"CIUTATDEPAMIERS"
"5728";"CARRER";"CLARA CAMPOAMOR, DE";"CARRER DE CLARA CAMPOAMOR";"CAN ROCA";"08225";"1";"15";"CLARACAMPOAMOR"
"5728";"CARRER";"CLARA CAMPOAMOR, DE";"CARRER DE CLARA CAMPOAMOR";"CAN ROCA";"08225";"2";"16";"CLARACAMPOAMOR"
"700";"CARRER";"CLAUSTRE, DEL";"CARRER DEL CLAUSTRE";"VALLPARADÍS";"08222";"2";"62";"CLAUSTRE"
"700";"CARRER";"CLAUSTRE, DEL";"CARRER DEL CLAUSTRE";"VALLPARADÍS";"08222";"11";"61";"CLAUSTRE"
"705";"PLAÇA";"CLAVÉ, DE";"PLAÇA DE CLAVÉ";"CENTRE";"08221";"5";"15";"CLAVE"
"705";"PLAÇA";"CLAVÉ, DE";"PLAÇA DE CLAVÉ";"CENTRE";"08221";"6";"14";"CLAVE"
"710";"CARRER";"CLAVELL, DEL";"CARRER DEL CLAVELL";"LES FONTS";"08228";"1";"15";"CLAVELL"
"710";"CARRER";"CLAVELL, DEL";"CARRER DEL CLAVELL";"LES FONTS";"08228";"2";"2";"CLAVELL"
"5686";"PASSATGE";"CLEMENTINA ARDERIU, DE";"PASSATGE DE CLEMENTINA ARDERIU";"LES FONTS";"08228";"1";"11";"CLEMENTINAARDERIU"
"5686";"PASSATGE";"CLEMENTINA ARDERIU, DE";"PASSATGE DE CLEMENTINA ARDERIU";"LES FONTS";"08228";"10";"10";"CLEMENTINAARDERIU"
"5676";"PARC";"COGULLADA, DE LA";"PARC DE LA COGULLADA";"LA COGULLADA";"08224";"1";"1";"COGULLADA"
"711";"CARRER";"COLL DE BOIX, DEL";"CARRER DEL COLL DE BOIX";"SANT LLORENÇ";"08227";"98";"100";"COLLDEBOIX"
"711";"CARRER";"COLL DE BOIX, DEL";"CARRER DEL COLL DE BOIX";"SANT LLORENÇ";"08227";"99";"99";"COLLDEBOIX"
"712";"CARRER";"COLL D'ERES, DEL";"CARRER DEL COLL D'ERES";"SANT LLORENÇ";"08227";"2";"2";"COLLDERES"
"5765";"CAMÍ";"COLL DE ROQUES, DEL";"CAMÍ DEL COLL DE ROQUES";"DISSEMINATS - D5";"08225";"41";"41";"COLLDEROQUES"
"715";"CARRER";"COL.LEGI, DEL";"CARRER DEL COL.LEGI";"CENTRE";"08221";"1";"91";"COLLEGI"
"715";"CARRER";"COL.LEGI, DEL";"CARRER DEL COL.LEGI";"CENTRE";"08221";"4";"88";"COLLEGI"
"725";"CARRER";"COLOM, DE";"CARRER DE COLOM";"CAN PALET";"08223";"190";"352";"COLOM"
"725";"CARRER";"COLOM, DE";"CARRER DE COLOM";"CAN PALET";"08223";"193";"345";"COLOM"
"725";"CARRER";"COLOM, DE";"CARRER DE COLOM";"CEMENTIRI VELL";"08222";"2";"114";"COLOM"
"725";"CARRER";"COLOM, DE";"CARRER DE COLOM";"CEMENTIRI VELL";"08222";"77";"135";"COLOM"
"725";"CARRER";"COLOM, DE";"CARRER DE COLOM";"P.I. CAN PARELLADA";"08228";"477";"587";"COLOM"
"725";"CARRER";"COLOM, DE";"CARRER DE COLOM";"P.I. CAN PARELLADA";"08228";"538";"606";"COLOM"
"725";"CARRER";"COLOM, DE";"CARRER DE COLOM";"P.I. SANTA MARGARIDA";"08223";"351";"463";"COLOM"
